Box size
0.03125,0.03125
Tile,Morse_node,Box
290,-1,-0.84375,-0.5,-0.8125,-0.46875
3026,-1,0.78125,-0.125,0.8125,-0.09375
2764,-1,0.8125,-0.6875,0.84375,-0.65625
3413,-1,0.0,0.96875,0.03125,1.0
2326,1,0.03125,-0.3125,0.0625,-0.28125
3151,-1,0.09375,0.34375,0.125,0.375
2934,0,0.65625,-0.0625,0.6875,-0.03125
2672,0,0.625,-0.625,0.65625,-0.59375
369,-1,-0.875,-0.09375,-0.84375,-0.0625
2410,0,0.21875,-0.25,0.25,-0.21875
503,-1,-0.59375,-0.03125,-0.5625,0.0
107,-1,-0.78125,-0.71875,-0.75,-0.6875
2715,-1,0.84375,-0.84375,0.875,-0.8125
3626,-1,0.71875,0.0,0.75,0.03125
3364,-1,0.125,0.5625,0.15625,0.59375
2968,-1,0.8125,-0.375,0.84375,-0.34375
2885,0,0.5,-0.15625,0.53125,-0.125
2489,0,0.4375,-0.34375,0.46875,-0.3125
582,-1,-0.46875,-0.6875,-0.4375,-0.65625
320,-1,-1.0,-0.25,-0.96875,-0.21875
58,-1,-0.78125,-0.875,-0.75,-0.84375
2794,-1,0.96875,-0.75,1.0,-0.71875
3839,-1,0.96875,0.46875,1.0,0.5
3443,-1,0.15625,0.90625,0.1875,0.9375
3577,-1,0.4375,0.90625,0.46875,0.9375
3181,-1,0.1875,0.34375,0.21875,0.375
2836,0,0.5,-0.3125,0.53125,-0.28125
533,-1,-0.5,-0.78125,-0.46875,-0.75
137,-1,-0.6875,-0.96875,-0.65625,-0.9375
271,-1,-0.90625,-0.40625,-0.875,-0.375
887,1,-0.34375,-0.03125,-0.3125,0.0
3656,-1,0.5625,0.25,0.59375,0.28125
3394,-1,0.03125,0.75,0.0625,0.78125
2998,-1,0.90625,-0.3125,0.9375,-0.28125
3132,-1,0.1875,0.1875,0.21875,0.21875
2915,0,0.65625,-0.21875,0.6875,-0.1875
3781,-1,0.75,0.34375,0.78125,0.375
350,-1,-0.90625,-0.0625,-0.875,-0.03125
484,-1,-0.625,-0.1875,-0.59375,-0.15625
88,-1,-0.9375,-0.625,-0.90625,-0.59375
966,1,-0.21875,-0.1875,-0.1875,-0.15625
1133,-1,-0.8125,0.34375,-0.78125,0.375
3345,-1,0.0,0.65625,0.03125,0.6875
3994,-1,0.84375,0.625,0.875,0.65625
563,-1,-0.34375,-0.84375,-0.3125,-0.8125
301,-1,-0.8125,-0.40625,-0.78125,-0.375
783,1,-0.40625,-0.40625,-0.375,-0.375
917,1,-0.25,-0.28125,-0.21875,-0.25
